lat,lon,status,confidence
2625.5,1347.5,Alive,0.3375
2901.5,829.5,Alive,0.7786111111111111
1724.5,2415.5,Dead,0.0
2881.5,805.5,Alive,0.7772222222222223
2487.5,159.5,Alive,0.8952777777777777
1343.5,482.5,Alive,0.7686111111111111
640.5,1346.5,Dead,0.0
2805.5,2933.5,Dead,0.0
2333.5,163.5,Alive,0.3125
2966.5,791.5,Alive,0.8252777777777778
1437.5,2426.5,Dead,0.0
1481.5,304.5,Alive,0.7738888888888888
1982.5,2237.5,Dead,0.0
2725.5,1147.5,Alive,0.7719444444444444
962.5,3837.5,Dead,0.0
2503.5,593.5,Alive,0.5333333333333333
1160.5,2443.5,Dead,0.0
2203.5,289.5,Alive,0.5236111111111111
2681.5,362.5,Alive,0.5002777777777778
1064.5,2911.5,Dead,0.0
567.5,1341.5,Dead,0.0
1886.5,2405.5,Dead,0.0
757.5,1723.5,Dead,0.0
676.5,88.5,Alive,0.7291666666666666
2966.5,740.5,Alive,0.6480555555555556
38.5,1375.5,Dead,0.0
2356.5,2230.5,Dead,0.0
1521.5,2259.5,Dead,0.0
2597.5,603.5,Alive,0.7608333333333334
1168.5,2530.5,Dead,0.0
2577.5,256.5,Alive,0.49972222222222223
1261.5,787.5,Alive,0.9738888888888889
2181.5,2737.5,Dead,0.0
1623.5,2607.5,Dead,0.0
779.5,2551.5,Dead,0.0
2863.5,849.5,Alive,0.7916666666666666
610.5,155.5,Alive,0.8519444444444444
1279.5,904.5,Alive,0.8725
692.5,2819.5,Dead,0.0
393.5,1557.5,Dead,0.0
633.5,237.5,Alive,0.7958333333333333
2179.5,39.5,Alive,0.5966666666666667
1295.5,172.5,Alive,0.37027777777777776
1844.5,1105.5,Alive,0.6363888888888889
2626.5,3818.5,Dead,0.0
2428.5,2777.5,Dead,0.0
2453.5,2588.5,Dead,0.0
867.5,1815.5,Dead,0.0
2441.5,1845.5,Dead,0.0
2744.5,2853.5,Dead,0.0
1695.5,1883.5,Dead,0.0
2920.5,2756.5,Dead,0.0
2206.5,219.5,Alive,0.5975
2643.5,319.5,Alive,0.5733333333333334
2815.5,1477.5,Dead,0.0
907.5,520.5,Alive,0.41
356.5,770.5,Dead,0.0
2353.5,2411.5,Dead,0.0
1732.5,1141.5,Alive,0.24694444444444444
2176.5,782.5,Dead,0.0
379.5,1929.5,Dead,0.0
2145.5,1324.5,Dead,0.0
2177.5,2223.5,Dead,0.0
2259.5,248.5,Alive,0.6391666666666667
2884.5,1102.5,Alive,0.37472222222222223
1377.5,1955.5,Dead,0.0
1906.5,1996.5,Dead,0.0
1987.5,2605.5,Dead,0.0
2939.5,1550.5,Dead,0.0
592.5,1633.5,Dead,0.0
2830.5,2666.5,Dead,0.0
2463.5,1693.5,Dead,0.0
2719.5,386.5,Alive,0.7966666666666666
2654.5,2308.5,Dead,0.0
2887.5,1193.5,Alive,0.6963888888888888
801.5,1748.5,Dead,0.0038888888888888888
1586.5,479.5,Alive,0.45916666666666667
2596.5,1330.5,Alive,0.08805555555555555
2857.5,145.5,Alive,0.6183333333333333
1085.5,394.5,Dead,0.0
737.5,1775.5,Dead,0.0
722.5,535.5,Alive,0.5166666666666667
367.5,1641.5,Dead,0.0
1252.5,680.5,Alive,0.7975
977.5,2539.5,Dead,0.0
2614.5,805.5,Alive,0.6830555555555555
1936.5,2129.5,Dead,0.0
2206.5,2264.5,Dead,0.0
1407.5,313.5,Alive,0.2722222222222222
2265.5,2321.5,Dead,0.0
2216.5,2797.5,Dead,0.0
881.5,489.5,Alive,0.5058333333333334
2695.5,1682.5,Dead,0.006111111111111111
1413.5,3536.5,Dead,0.0
91.5,1166.5,Dead,0.0
2727.5,2668.5,Dead,0.0
2809.5,296.5,Alive,0.5836111111111111
1508.5,393.5,Alive,0.705
2497.5,293.5,Alive,0.5936111111111111
1283.5,443.5,Alive,0.7766666666666666
1309.5,491.5,Alive,0.8716666666666667
395.5,680.5,Dead,0.0
151.5,1217.5,Dead,0.0
1688.5,2377.5,Dead,0.0
2253.5,1499.5,Dead,0.0
671.5,1535.5,Dead,0.0
1985.5,2336.5,Dead,0.0
2669.5,3263.5,Dead,0.0
484.5,2565.5,Dead,0.0
751.5,1894.5,Dead,0.0
2781.5,3880.5,Dead,0.0
1352.5,239.5,Alive,0.7616666666666667
2395.5,1631.5,Dead,0.0
777.5,1787.5,Dead,0.0
2176.5,3499.5,Dead,0.0
1847.5,1063.5,Alive,0.43222222222222223
2361.5,2957.5,Dead,0.0
2475.5,567.5,Alive,0.3333333333333333
1301.5,2181.5,Dead,0.0
2287.5,1052.5,Alive,0.058333333333333334
1673.5,1219.5,Alive,0.11583333333333333
2687.5,1040.5,Alive,0.5672222222222222
2393.5,2206.5,Dead,0.0
2317.5,1960.5,Dead,0.0
2684.5,1081.5,Alive,0.7891666666666667
1772.5,1168.5,Alive,0.22111111111111112
1255.5,3607.5,Dead,0.0
1531.5,3347.5,Dead,0.0
572.5,3550.5,Dead,0.03166666666666667
2907.5,2929.5,Dead,0.0
2167.5,1575.5,Dead,0.0
2445.5,2542.5,Dead,0.0
448.5,1543.5,Dead,0.0
781.5,503.5,Alive,0.44722222222222224
349.5,308.5,Dead,0.0
2642.5,1775.5,Dead,0.0
1973.5,2080.5,Dead,0.0
1539.5,2617.5,Dead,0.0
1940.5,2050.5,Dead,0.0
604.5,203.5,Alive,0.8208333333333333
2624.5,277.5,Alive,0.4672222222222222
2444.5,287.5,Alive,0.4088888888888889
1204.5,871.5,Alive,0.38916666666666666
1652.5,2399.5,Dead,0.0
851.5,411.5,Alive,0.36777777777777776
2629.5,2126.5,Dead,0.0
963.5,2632.5,Dead,0.0
2726.5,3047.5,Dead,0.0
1607.5,1979.5,Dead,0.0
1133.5,2072.5,Dead,0.0
2918.5,802.5,Alive,0.82
263.5,871.5,Dead,0.0
2393.5,1996.5,Dead,0.0
2733.5,1021.5,Alive,0.6277777777777778
243.5,1647.5,Dead,0.0
2930.5,2398.5,Dead,0.0
1911.5,1214.5,Alive,0.12527777777777777
2151.5,1682.5,Dead,0.0
2623.5,1915.5,Dead,0.0
1255.5,140.5,Alive,0.5469444444444445
1516.5,955.5,Alive,0.55
369.5,1737.5,Dead,0.0
177.5,1264.5,Dead,0.0
2769.5,974.5,Alive,0.7419444444444444
2746.5,413.5,Alive,0.855
1359.5,287.5,Alive,0.4263888888888889
883.5,3743.5,Dead,0.0
171.5,590.5,Dead,0.0
2924.5,2098.5,Dead,0.0
971.5,2176.5,Dead,0.0
437.5,295.5,Dead,0.0
952.5,2823.5,Dead,0.0
652.5,591.5,Dead,0.0
2263.5,3322.5,Dead,0.0
1271.5,2841.5,Dead,0.0
647.5,128.5,Alive,0.8444444444444444
727.5,315.5,Alive,0.7483333333333333
1659.5,2365.5,Dead,0.0
1783.5,1125.5,Alive,0.3475
316.5,1591.5,Dead,0.0
111.5,2391.5,Dead,0.0
2276.5,2492.5,Dead,0.0
692.5,2650.5,Dead,0.0
526.5,1577.5,Dead,0.0
2171.5,2408.5,Dead,0.0
1439.5,2613.5,Dead,0.0
2056.5,2057.5,Dead,0.0
2809.5,3653.5,Dead,0.0
1306.5,776.5,Alive,0.6269444444444444
971.5,2446.5,Dead,0.0
2897.5,1527.5,Dead,0.0
1471.5,3496.5,Dead,0.0
1618.5,2515.5,Dead,0.0
2458.5,148.5,Alive,0.915
1981.5,1103.5,Dead,0.0
2649.5,745.5,Alive,0.7288888888888889
1929.5,2261.5,Dead,0.0
1505.5,3481.5,Dead,0.0
2714.5,3650.5,Dead,0.0
2485.5,2347.5,Dead,0.0
1273.5,473.5,Alive,0.7863888888888889
2276.5,1342.5,Dead,0.0
345.5,1527.5,Dead,0.0
472.5,1168.5,Dead,0.0
1309.5,2230.5,Dead,0.0
2818.5,3118.5,Dead,0.0
2599.5,866.5,Alive,0.3788888888888889
779.5,191.5,Alive,0.48055555555555557
1865.5,1174.5,Alive,0.6644444444444444
1941.5,2187.5,Dead,0.0
2905.5,2855.5,Dead,0.0
242.5,777.5,Dead,0.0
2164.5,1490.5,Dead,0.0019444444444444444
2336.5,1501.5,Dead,0.0
2462.5,2685.5,Dead,0.0
1697.5,2129.5,Dead,0.0
2843.5,2299.5,Dead,0.0
2651.5,2481.5,Dead,0.0
2260.5,2776.5,Dead,0.0
2249.5,3047.5,Dead,0.0
1699.5,265.5,Alive,0.21555555555555556
2375.5,488.5,Alive,0.5008333333333334
2354.5,2095.5,Dead,0.0
712.5,487.5,Alive,0.61
1769.5,2624.5,Dead,0.0
2081.5,881.5,Dead,0.0
1705.5,3412.5,Dead,0.0
1876.5,2021.5,Dead,0.0
2325.5,1299.5,Dead,0.0
2437.5,245.5,Alive,0.7347222222222223
1240.5,733.5,Alive,0.7152777777777778
2837.5,2758.5,Dead,0.0
2249.5,1195.5,Dead,0.0
613.5,261.5,Alive,0.5977777777777777
2732.5,2384.5,Dead,0.0
160.5,1335.5,Dead,0.0
2037.5,2654.5,Dead,0.0
2551.5,2403.5,Dead,0.0
740.5,130.5,Alive,0.5305555555555556
1522.5,284.5,Alive,0.9288888888888889
2189.5,2375.5,Dead,0.0
1713.5,1183.5,Alive,0.5344444444444445
1312.5,457.5,Alive,0.9119444444444444
261.5,1444.5,Dead,0.0
2360.5,2171.5,Dead,0.0
2411.5,2365.5,Dead,0.0
1609.5,3319.5,Dead,0.0
2541.5,3400.5,Dead,0.0
1198.5,2419.5,Dead,0.0
1378.5,3361.5,Dead,0.0
2657.5,1065.5,Alive,0.6361111111111111
751.5,1537.5,Dead,0.0
856.5,1616.5,Dead,0.0
2504.5,1952.5,Dead,0.0
1792.5,2255.5,Dead,0.0
261.5,361.5,Dead,0.0
1341.5,2431.5,Dead,0.0
2494.5,257.5,Alive,0.6725
914.5,475.5,Alive,0.5011111111111111
2540.5,3130.5,Dead,0.0
1521.5,987.5,Alive,0.5097222222222222
2668.5,1169.5,Alive,0.68
333.5,1619.5,Dead,0.0
401.5,3043.5,Dead,0.0
2735.5,1390.5,Dead,0.025
566.5,1439.5,Dead,0.0
85.5,500.5,Dead,0.0
2317.5,1774.5,Dead,0.0
746.5,485.5,Alive,0.5327777777777778
415.5,1636.5,Dead,0.0
2638.5,1951.5,Dead,0.0
2357.5,2671.5,Dead,0.0
106.5,179.5,Alive,0.15722222222222224
103.5,349.5,Dead,0.0
2999.5,713.5,Alive,0.6112903225806452
1618.5,2122.5,Dead,0.0
2288.5,1491.5,Dead,0.0
1894.5,2060.5,Dead,0.0
2812.5,3305.5,Dead,0.0
64.5,1251.5,Dead,0.0
2413.5,3177.5,Dead,0.0
2786.5,422.5,Alive,0.5119444444444444
1067.5,2170.5,Dead,0.01972222222222222
2975.5,1066.5,Alive,0.600909090909091
1202.5,784.5,Alive,0.6825
597.5,106.5,Alive,0.8222222222222222
2645.5,2578.5,Dead,0.0
697.5,1570.5,Dead,0.0
237.5,1685.5,Dead,0.0
2068.5,1941.5,Dead,0.0
2723.5,2945.5,Dead,0.0
2245.5,2093.5,Dead,0.0
2606.5,765.5,Alive,0.7727777777777778
2708.5,1221.5,Alive,0.7413888888888889
1353.5,2528.5,Dead,0.0
850.5,1054.5,Dead,0.0
2750.5,1469.5,Dead,0.0
554.5,1901.5,Dead,0.0
668.5,1468.5,Dead,0.0
113.5,3347.5,Dead,0.03944444444444444
875.5,3863.5,Dead,0.0
571.5,68.5,Alive,0.7319444444444444
2551.5,349.5,Alive,0.49416666666666664
349.5,663.5,Dead,0.0
1532.5,3397.5,Dead,0.0
1936.5,179.5,Alive,0.29777777777777775
650.5,311.5,Alive,0.6105555555555555
1261.5,343.5,Alive,0.3358333333333333
352.5,847.5,Dead,0.0
1466.5,987.5,Alive,0.7711111111111111
2913.5,1654.5,Dead,0.0
901.5,2155.5,Dead,0.0
1294.5,1958.5,Dead,0.0
1561.5,386.5,Alive,0.7608333333333334
2633.5,2863.5,Dead,0.0
2933.5,1841.5,Dead,0.0
2396.5,447.5,Alive,0.6916666666666667
591.5,291.5,Alive,0.3113888888888889
1546.5,309.5,Alive,0.8863888888888889
2933.5,617.5,Alive,0.5833333333333334
1149.5,2338.5,Dead,0.0
137.5,777.5,Dead,0.0
1325.5,1131.5,Dead,0.0
2445.5,1483.5,Dead,0.0
741.5,1809.5,Dead,0.0
2329.5,2323.5,Dead,0.0
2633.5,851.5,Alive,0.6366666666666667
1571.5,2623.5,Dead,0.0
2877.5,769.5,Alive,0.7733333333333333
2289.5,1371.5,Dead,0.0
2212.5,2123.5,Dead,0.0
855.5,95.5,Dead,0.015833333333333335
2122.5,695.5,Dead,0.0
2445.5,1991.5,Dead,0.0
1119.5,285.5,Dead,0.0
611.5,2561.5,Dead,0.0
1675.5,2587.5,Dead,0.0
2657.5,1469.5,Dead,0.0
2655.5,2680.5,Dead,0.0
2242.5,1616.5,Dead,0.0
2347.5,1924.5,Dead,0.0
1840.5,2180.5,Dead,0.0
613.5,3945.5,Dead,0.0
920.5,640.5,Alive,0.1713888888888889
2639.5,881.5,Alive,0.3202777777777778
2221.5,1113.5,Dead,0.0
1310.5,3333.5,Dead,0.0
538.5,1472.5,Dead,0.0
2163.5,2930.5,Dead,0.0
2935.5,1472.5,Dead,0.0
2248.5,2953.5,Dead,0.0
2489.5,217.5,Alive,0.6752777777777778
550.5,886.5,Dead,0.0
2169.5,2603.5,Dead,0.0
1912.5,931.5,Alive,0.505
1073.5,2351.5,Dead,0.0044444444444444444
1283.5,2257.5,Dead,0.01638888888888889
2450.5,2954.5,Dead,0.0
2732.5,597.5,Alive,0.30027777777777775
1323.5,188.5,Alive,0.4122222222222222
2935.5,194.5,Alive,0.5827777777777777
2213.5,188.5,Alive,0.7066666666666667
87.5,133.5,Dead,0.0
2141.5,231.5,Alive,0.3725
74.5,1065.5,Dead,0.0
2899.5,185.5,Alive,0.5655555555555556
2471.5,320.5,Alive,0.5697222222222222
2541.5,2854.5,Dead,0.0
2269.5,2584.5,Dead,0.0
679.5,544.5,Alive,0.4708333333333333
2371.5,1487.5,Dead,0.0
1360.5,419.5,Alive,0.7397222222222222
1197.5,2339.5,Dead,0.0
1029.5,2033.5,Dead,0.0
304.5,3309.5,Dead,0.0033333333333333335
1498.5,251.5,Alive,0.7088888888888889
843.5,320.5,Alive,0.2758333333333333
2247.5,3091.5,Dead,0.0
2086.5,358.5,Alive,0.14694444444444443
749.5,1444.5,Dead,0.0
1471.5,38.5,Alive,0.49944444444444447
2073.5,2990.5,Dead,0.0
280.5,1543.5,Dead,0.0
1799.5,2141.5,Dead,0.0
421.5,2008.5,Dead,0.0
2941.5,683.5,Alive,0.15166666666666667
539.5,676.5,Dead,0.0
368.5,2637.5,Dead,0.0
946.5,435.5,Dead,0.019444444444444445
2439.5,464.5,Alive,0.5566666666666666
2354.5,1570.5,Dead,0.0
125.5,3688.5,Dead,0.001388888888888889
1429.5,2519.5,Dead,0.0
1819.5,1139.5,Alive,0.4816666666666667
2332.5,1653.5,Dead,0.0
2542.5,3562.5,Dead,0.0
2981.5,689.5,Alive,0.5418367346938775
2359.5,2609.5,Dead,0.0
735.5,1592.5,Dead,0.0
1040.5,2089.5,Dead,0.0
2653.5,1840.5,Dead,0.0
437.5,472.5,Dead,0.0
1586.5,3505.5,Dead,0.0
357.5,958.5,Dead,0.0
623.5,334.5,Alive,0.5263888888888889
1309.5,837.5,Alive,0.8902777777777777
2859.5,1167.5,Alive,0.7666666666666667
544.5,1066.5,Dead,0.0
2569.5,2756.5,Dead,0.0
1707.5,3226.5,Dead,0.0
1997.5,3593.5,Dead,0.0
278.5,1630.5,Dead,0.0
193.5,2102.5,Dead,0.0
562.5,1825.5,Dead,0.0
189.5,1167.5,Dead,0.0
2723.5,2294.5,Dead,0.0
1465.5,3452.5,Dead,0.0
235.5,1333.5,Dead,0.0
1983.5,1963.5,Dead,0.0
500.5,3925.5,Dead,0.0
188.5,151.5,Dead,0.0
2081.5,159.5,Alive,0.060833333333333336
287.5,415.5,Dead,0.0
1528.5,2452.5,Dead,0.0
1940.5,3837.5,Dead,0.0
1537.5,355.5,Alive,0.7952777777777778
2711.5,553.5,Alive,0.44055555555555553
1995.5,2641.5,Dead,0.0
2801.5,568.5,Alive,0.8411111111111111
2827.5,2032.5,Dead,0.0
1211.5,379.5,Dead,0.0
1622.5,1249.5,Dead,0.0
2458.5,2773.5,Dead,0.0
1801.5,673.5,Alive,0.35833333333333334
1625.5,3112.5,Dead,0.0
919.5,3098.5,Dead,0.0
2803.5,356.5,Alive,0.3202777777777778
2702.5,3855.5,Dead,0.0
1205.5,661.5,Alive,0.24138888888888888
2911.5,639.5,Alive,0.4083333333333333
2605.5,1520.5,Dead,0.0
2735.5,206.5,Alive,0.4602777777777778
164.5,314.5,Dead,0.0
247.5,398.5,Dead,0.0
747.5,676.5,Dead,0.0
1693.5,1977.5,Dead,0.0
680.5,251.5,Alive,0.8
2649.5,452.5,Alive,0.30444444444444446
2840.5,1657.5,Dead,0.0
1432.5,829.5,Dead,0.0
2313.5,1555.5,Dead,0.0
1378.5,69.5,Alive,0.1436111111111111
279.5,1393.5,Dead,0.0
2455.5,2237.5,Dead,0.0
2212.5,91.5,Alive,0.6191666666666666
341.5,1075.5,Dead,0.0
2092.5,2321.5,Dead,0.0
497.5,1643.5,Dead,0.0
2875.5,2223.5,Dead,0.0
2547.5,3221.5,Dead,0.0
1834.5,1249.5,Alive,0.3591666666666667
761.5,548.5,Alive,0.5538888888888889
2540.5,2773.5,Dead,0.0
2540.5,3736.5,Dead,0.0
2065.5,1413.5,Dead,0.0
2969.5,826.5,Alive,0.8480555555555556
353.5,815.5,Dead,0.0
827.5,2553.5,Dead,0.0
2945.5,143.5,Alive,0.85
801.5,475.5,Alive,0.39805555555555555
1893.5,1142.5,Alive,0.4058333333333333
2185.5,1984.5,Dead,0.0
2567.5,764.5,Alive,0.2911111111111111
1318.5,1306.5,Dead,0.0
1715.5,1238.5,Alive,0.3313888888888889
2716.5,337.5,Alive,0.6344444444444445
2845.5,781.5,Alive,0.6927777777777778
2762.5,157.5,Alive,0.5819444444444445
1847.5,983.5,Alive,0.058333333333333334
680.5,2281.5,Dead,0.0
2759.5,466.5,Alive,0.7769444444444444
697.5,189.5,Alive,0.6961111111111111
2623.5,2299.5,Dead,0.0
1348.5,2704.5,Dead,0.0
119.5,2917.5,Dead,0.0
1342.5,868.5,Alive,0.8513888888888889
1417.5,967.5,Alive,0.5211111111111111
2744.5,1853.5,Dead,0.0
2749.5,2215.5,Dead,0.0
2638.5,3043.5,Dead,0.0
697.5,1429.5,Dead,0.0
2889.5,119.5,Alive,0.9283333333333333
2402.5,85.5,Dead,0.015277777777777777
2259.5,1391.5,Dead,0.0
2977.5,202.5,Alive,0.5867924528301887
1375.5,2675.5,Dead,0.0
2696.5,206.5,Alive,0.3625
2218.5,751.5,Dead,0.0
2321.5,2905.5,Dead,0.0
547.5,3892.5,Dead,0.0
1766.5,1317.5,Alive,0.08916666666666667
2642.5,351.5,Alive,0.535
1555.5,511.5,Alive,0.39166666666666666
1502.5,2411.5,Dead,0.0
2553.5,2585.5,Dead,0.0
869.5,3921.5,Dead,0.0
711.5,155.5,Alive,0.7855555555555556
2335.5,1683.5,Dead,0.0
699.5,1731.5,Dead,0.0
1675.5,3305.5,Dead,0.0
2942.5,93.5,Alive,0.4275
2728.5,2559.5,Dead,0.0
854.5,3773.5,Dead,0.0
2435.5,2315.5,Dead,0.0
231.5,1619.5,Dead,0.0
194.5,1633.5,Dead,0.0
2315.5,1894.5,Dead,0.0
1913.5,217.5,Alive,0.49333333333333335
2806.5,1131.5,Alive,0.4197222222222222
1948.5,1267.5,Dead,0.0
2726.5,1749.5,Dead,0.0
2170.5,1256.5,Dead,0.0
899.5,369.5,Alive,0.40944444444444444
2942.5,2476.5,Dead,0.0
142.5,659.5,Dead,0.0
2861.5,1071.5,Alive,0.12361111111111112
2861.5,2422.5,Dead,0.0
2039.5,3893.5,Dead,0.0
1243.5,1983.5,Dead,0.0
1652.5,2539.5,Dead,0.0
1723.5,1317.5,Dead,0.0
385.5,3227.5,Dead,0.02
2505.5,1765.5,Dead,0.0
1615.5,1775.5,Dead,0.0
676.5,2917.5,Dead,0.0
1426.5,1983.5,Dead,0.0
2758.5,386.5,Alive,0.41888888888888887
116.5,2569.5,Dead,0.0
1943.5,2618.5,Dead,0.0
1871.5,2524.5,Dead,0.0
115.5,2761.5,Dead,0.0
1234.5,805.5,Alive,0.9297222222222222
466.5,1055.5,Dead,0.0
2089.5,1297.5,Dead,0.0
2392.5,1946.5,Dead,0.0
2003.5,1377.5,Dead,0.0
2645.5,1388.5,Alive,0.1811111111111111
2852.5,1745.5,Dead,0.0
2066.5,2240.5,Dead,0.0
1991.5,989.5,Alive,0.5125
271.5,1732.5,Dead,0.0
2546.5,2302.5,Dead,0.0
2181.5,2338.5,Dead,0.0
301.5,674.5,Dead,0.0
376.5,727.5,Dead,0.0
167.5,964.5,Dead,0.0
1245.5,1153.5,Dead,0.0
307.5,1311.5,Dead,0.0
703.5,1154.5,Dead,0.0
2627.5,998.5,Dead,0.01138888888888889
1881.5,1286.5,Dead,0.0
2381.5,181.5,Dead,0.028333333333333332
1811.5,1316.5,Alive,0.10416666666666667
957.5,364.5,Dead,0.019166666666666665
2485.5,2787.5,Dead,0.0
2512.5,2031.5,Dead,0.0
214.5,215.5,Dead,0.0
2380.5,1604.5,Dead,0.0
2939.5,3952.5,Dead,0.0
2404.5,1403.5,Dead,0.0
1718.5,1999.5,Dead,0.0
2342.5,1055.5,Alive,0.09222222222222222
818.5,135.5,Alive,0.6119444444444444
753.5,1639.5,Dead,0.0
541.5,292.5,Dead,0.021944444444444444
379.5,1342.5,Dead,0.0
777.5,3280.5,Dead,0.0
2219.5,254.5,Alive,0.48583333333333334
2485.5,2228.5,Dead,0.0
2156.5,2313.5,Dead,0.0
2906.5,2561.5,Dead,0.0
